,Unnamed: 0,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
230,229,45060,45060,45060,45060,45060,ACIDENTE,-8.3152777778,-48.1602777778,ITAPIRATINS,TO,BRASIL,****,25/09/2011,13:30:00,SIM,FINALIZADA,A-567/CENIPA/2016,SIM,2016-12-01,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",4,1,3,0,0,0,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2009.0,BRASIL,BRASIL,PARTICULAR,BRIGADEIRO LYSIAS AUGUSTO RODRIGUES,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
231,230,45061,45061,45061,45061,45061,ACIDENTE,-16.6311111111,-49.2219444444,GOIÂNIA,GO,BRASIL,SBGO,28/09/2011,12:35:00,SIM,FINALIZADA,A-030/CENIPA/2014,SIM,2014-06-16,2,1,NÃO,2011,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",4,2,2,0,0,0,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,4.0,2007.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,PARTIDA DO MOTOR,PRIVADA,SUBSTANCIAL,0
232,231,45062,45062,45062,45062,45062,ACIDENTE,-23.2588888889,-49.0133333333,AVARÉ,SP,BRASIL,****,30/09/2011,18:15:00,SIM,FINALIZADA,A-613/CENIPA/2014,SIM,2015-03-20,2,1,NÃO,2011,INFLUÊNCIA DO MEIO AMBIENTE,1,1,0,0,0,0,PARTICULAR,ANFÍBIO,CONSOLIDATED,LAKE 250,LA25,PISTÃO,MONOMOTOR,4.0,1990.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
233,232,45065,45065,45065,45065,45065,ACIDENTE,-22.97,-43.2916666667,RIO DE JANEIRO,RJ,BRASIL,****,10/09/2011,23:15:00,SIM,FINALIZADA,A-561/CENIPA/2011,SIM,2016-03-18,2,1,NÃO,2011,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO",3,1,1,0,1,0,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2008.0,BRASIL,BRASIL,PARTICULAR,SANTOS DUMONT,JACAREPAGUÁ,CRUZEIRO,PRIVADA,DESTRUÍDA,2
234,233,45070,45070,45070,45070,45070,ACIDENTE,-22.8777777778,-69.0377777778,IARAS,SP,BRASIL,****,19/09/2011,12:30:00,SIM,FINALIZADA,A-610/CENIPA/2014,SIM,2015-03-06,1,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2004.0,BRASIL,BRASIL,AGRÍCOLA,FAZENDA RIO PARDO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
235,234,45072,45072,45072,45072,45072,ACIDENTE,-20.7475,-47.8894444444,ORLÂNDIA,SP,BRASIL,SDOR,17/09/2011,15:45:00,SIM,FINALIZADA,A-615/CENIPA/2014,SIM,2015-03-20,0,1,SIM,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,4.0,1978.0,BRASIL,BRASIL,PARTICULAR,OURINHOS,FAZENDA MOSQUITO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
236,235,45087,45087,45087,45087,45087,ACIDENTE,-6.2066666667,-35.2941666667,ARÊS,RN,BRASIL,****,07/10/2011,08:30:00,SIM,ATIVA,A-550/CENIPA/2016,SIM,2019-08-06,3,1,NÃO,2011,"ATENÇÃO,ATITUDE,CARACTERÍSTICAS DA TAREFA,CULTURA DO GRUPO DE TRABALHO,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PERCEPÇÃO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",9,5,3,0,0,1,***,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2010.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,AGRÍCOLA,SUBSTANCIAL,0
237,236,45088,45088,45088,45088,45088,ACIDENTE,-22.1633333333,-52.005,MARABÁ PAULISTA,SP,BRASIL,****,01/10/2011,23:40:00,SIM,FINALIZADA,A-029/CENIPA/2013,SIM,2013-07-30,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",10,5,4,0,1,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,V35,BE35,PISTÃO,MONOMOTOR,6.0,1967.0,BRASIL,BRASIL,PARTICULAR,PONTA PORÃ,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,DESCIDA,PRIVADA,DESTRUÍDA,4
238,237,45089,45089,45089,45089,45089,ACIDENTE,-20.2597222222,-42.1838888889,MANHUAÇU,MG,BRASIL,****,07/10/2011,20:38:00,SIM,FINALIZADA,A - 515/CENIPA/2015,SIM,2016-06-30,0,1,SIM,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,10.0,1981.0,BRASIL,BRASIL,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,AEROPORTO ELIAS BREDER,POUSO,PRIVADA,SUBSTANCIAL,0
239,238,45090,45090,45090,45090,45090,INCIDENTE GRAVE,-29.7108333333,-53.6922222222,SANTA MARIA,RS,BRASIL,SBSM,12/09/2011,15:15:00,SIM,FINALIZADA,IG-502/CENIPA/2017,SIM,2017-06-22,3,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,2,3,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1990.0,BRASIL,BRASIL,INSTRUÇÃO,SANTA MARIA,SANTA MARIA,POUSO,INSTRUÇÃO,LEVE,0
240,239,45096,45096,45096,45096,45096,INCIDENTE GRAVE,-29.6125,-55.3711111111,LONDRINA,PR,BRASIL,SBLO,07/10/2011,14:30:00,SIM,FINALIZADA,IG-007/CENIPA/2014,SIM,2014-06-02,1,1,NÃO,2011,CONDIÇÕES METEOROLÓGICAS ADVERSAS,1,0,0,0,1,0,PARTICULAR,AVIÃO,SOCATA,TBM700N,TBM7,TURBOÉLICE,MONOMOTOR,6.0,2007.0,BRASIL,BRASIL,PARTICULAR,MARECHAL RONDON,HERCÍLIO LUZ,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
241,240,45098,45098,45098,45098,45098,INCIDENTE GRAVE,-16.6297222222,-49.2266666667,GOIÂNIA,GO,BRASIL,SBGO,17/09/2011,14:45:00,SIM,ATIVA,IG-588/CENIPA/2016,SIM,2018-09-24,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,PLANEJAMENTO DE VOO",2,0,2,0,0,0,***,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,6.0,1974.0,BRASIL,BRASIL,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,POLICIAL,SUBSTANCIAL,0
242,241,45100,45100,45100,45100,45100,INCIDENTE GRAVE,***,***,CURITIBA,PR,BRASIL,SBBI,12/09/2011,19:50:00,SIM,ATIVA,A DEFINIR,SIM,2018-11-07,5,1,SIM,2011,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",4,1,3,0,0,0,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0
243,242,45102,45102,45102,45102,45102,INCIDENTE GRAVE,***,***,RIO DE JANEIRO,RJ,BRASIL,****,26/08/2011,17:10:00,SIM,ATIVA,IG-512/CENIPA/2017,SIM,2018-05-17,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATENÇÃO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",4,1,3,0,0,0,***,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,14.0,2003.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
244,243,45127,45127,45127,45127,45127,ACIDENTE,-16.6280555556,-49.3455555556,GOIÂNIA,GO,BRASIL,SWNV,09/10/2011,19:10:00,***,FINALIZADA,IG-593/CENIPA/2016,SIM,2018-12-04,0,1,NÃO,2011,"MEMÓRIA,PROCESSO DECISÓRIO",2,2,0,0,0,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1981.0,BRASIL,BRASIL,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
245,244,45151,45151,45151,45151,45151,ACIDENTE,-4.8786111111,-66.8955555556,CARAUARI,AM,BRASIL,SWCA,09/10/2011,18:51:00,SIM,FINALIZADA,A-046/CENIPA/2013,SIM,2016-03-18,1,1,NÃO,2011,"ATITUDE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PESSOAL DE APOIO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,3,4,0,0,0,TÁXI AÉREO,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,6.0,2009.0,BRASIL,BRASIL,TÁXI AÉREO,CARAUARI,CARAUARI,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0
246,245,45153,45153,45153,45153,45153,ACIDENTE,-23.4927777778,-46.5111111111,GUARULHOS,SP,BRASIL,****,11/10/2011,13:20:00,SIM,ATIVA,A-507/CENIPA/2017,SIM,2017-08-01,7,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",8,0,8,0,0,0,***,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
247,246,45187,45187,45187,45187,45187,ACIDENTE,-3.1088888889,-58.4547222222,ITACOATIARA,AM,BRASIL,****,18/10/2011,19:50:00,SIM,FINALIZADA,A - 623/CENIPA/2014,SIM,2016-06-03,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ESQUECIMENTO DO PILOTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",5,0,5,0,0,0,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 N,AS55,TURBOEIXO,BIMOTOR,6.0,2001.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,PARTIDA DO MOTOR,TÁXI AÉREO,SUBSTANCIAL,0
248,247,45188,45188,45188,45188,45188,ACIDENTE,-29.7194444444,-51.4894444444,MONTENEGRO,RS,BRASIL,SSNG,21/10/2011,20:55:00,SIM,ATIVA,A DEFINIR,SIM,2018-09-04,4,1,SIM,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,DINÂMICA DE EQUIPE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",8,4,4,0,0,0,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,MONTENEGRO,MONTENEGRO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
249,248,45212,45212,45212,45212,45212,INCIDENTE GRAVE,***,***,NOVO HAMBURGO,RS,BRASIL,SSNH,22/10/2011,15:30:00,SIM,ATIVA,A DEFINIR,SIM,2019-04-08,2,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,OUTRO FATOR",2,0,1,0,0,1,***,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,6.0,1977.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
250,249,45213,45213,45213,45213,45213,INCIDENTE GRAVE,***,***,LUZIÂNIA,GO,BRASIL,****,16/10/2011,13:50:00,,ATIVA,IG-541/CENIPA/2017,SIM,2018-05-10,0,1,NÃO,2011,"ATENÇÃO,ATITUDE,INDISCIPLINA DE VOO",3,2,1,0,0,0,***,AVIÃO,XAVANTE,A-122-A,A122,PISTÃO,MONOMOTOR,2.0,1971.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,INSTRUÇÃO,LEVE,0
251,250,45215,45215,45215,45215,45215,INCIDENTE GRAVE,***,***,POÇOS DE CALDAS,MG,BRASIL,****,14/10/2011,13:27:00,SIM,ATIVA,IG-516/CENIPA/2017,SIM,2017-11-30,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0,***,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,6.0,1998.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,SUBSTANCIAL,0
252,251,45222,45222,45222,45222,45222,INCIDENTE GRAVE,***,***,CARUARU,PE,BRASIL,****,21/08/2011,11:46:00,SIM,ATIVA,IG-594/CENIPA/2016,SIM,2018-09-04,0,2,NÃO,2011,"INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",3,1,2,0,0,0,***,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,2.0,1946.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,NENHUM,0
253,251,45222,45222,45222,45222,45222,INCIDENTE GRAVE,***,***,CARUARU,PE,BRASIL,****,21/08/2011,11:46:00,SIM,ATIVA,IG-594/CENIPA/2016,SIM,2018-09-04,0,2,NÃO,2011,"INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",3,1,2,0,0,0,***,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,10.0,1978.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
254,252,45228,45228,45228,45228,45228,INCIDENTE GRAVE,,,SÃO JOSÉ,SC,BRASIL,SSKT,19/08/2011,19:50:00,SIM,FINALIZADA,IG-558/CENIPA/2014,SIM,2014-06-17,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,2.0,1962.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
255,253,45237,45237,45237,45237,45237,INCIDENTE GRAVE,-10.0619444444,-67.5686111111,SENADOR GUIOMARD,AC,BRASIL,****,05/12/2011,20:28:00,SIM,ATIVA,IG-568/CENIPA/2016,SIM,2019-04-08,1,1,NÃO,2011,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,2,0,1,0,***,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,7.0,1976.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
256,254,45250,45250,45250,45250,45250,ACIDENTE,-26.3811111111,-49.3697222222,SÃO BENTO DO SUL,SC,BRASIL,****,09/12/2011,16:30:00,,FINALIZADA,A-048/CENIPA/2014,SIM,2014-06-02,1,1,NÃO,2011,"COMUNICAÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SISTEMAS DE APOIO",7,3,3,0,1,0,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2011.0,BRASIL,BRASIL,PARTICULAR,MALWEE,DOLORES,CRUZEIRO,PRIVADA,DESTRUÍDA,1
257,255,45251,45251,45251,45251,45251,ACIDENTE,-32.2558333333,-52.9922222222,ARROIO GRANDE,RS,BRASIL,****,10/12/2011,10:55:00,SIM,ATIVA,A-547/CENIPA/2016,SIM,2018-12-04,1,1,SIM,2011,"ATENÇÃO,ATITUDE,CLIMA ORGANIZACIONAL,CONDIÇÕES FÍSICAS DO TRABALHO,CULTURA DO GRUPO DE TRABALHO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",10,7,3,0,0,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1980.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,1
258,256,45252,45252,45252,45252,45252,INCIDENTE GRAVE,***,***,RIO DE JANEIRO,RJ,BRASIL,****,08/12/2011,22:37:00,SIM,FINALIZADA,IG-005/CENIPA/2013,SIM,2018-09-04,6,1,NÃO,2011,"CONHECIMENTO DE NORMAS (ATS),INFRAESTRUTURA AEROPORTUÁRIA,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",5,0,5,0,0,0,***,AVIÃO,AIRBUS INDUSTRIE,A340-312,A340,JATO,QUADRIMOTOR,0.0,0.0,PORTUGAL,PORTUGAL,***,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,***,LEVE,0
259,257,45268,45268,45268,45268,45268,ACIDENTE,-24.8708333333,-47.7583333333,ILHA COMPRIDA,SP,BRASIL,SDBV,20/11/2011,18:00:00,SIM,FINALIZADA,A-503/CENIPA/2017,SIM,2017-05-02,0,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",2,1,1,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,SANTOS DUMONT,ITANHAÉM,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
260,258,45270,45270,45270,45270,45270,ACIDENTE,-11.4661111111,-56.4069444444,TABAPORÃ,MT,BRASIL,****,20/11/2011,19:00:00,,ATIVA,A DEFINIR,SIM,2018-07-27,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS",2,0,1,0,1,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2003.0,BRASIL,BRASIL,PARTICULAR,FAZENDA BRUSQUE,FAZENDA BRUSQUE,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,0
261,259,45272,45272,45272,45272,45272,ACIDENTE,-27.66,-52.2761111111,ERECHIM,RS,BRASIL,SSER,21/12/2011,10:00:00,SIM,FINALIZADA,A-500/CENIPA/2016,SIM,2016-07-14,2,1,SIM,2011,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1990.0,BRASIL,BRASIL,INSTRUÇÃO,ERECHIM,ERECHIM,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
262,260,45273,45273,45273,45273,45273,ACIDENTE,-30.1877777778,-51.1827777778,PORTO ALEGRE,RS,BRASIL,SSBN,21/12/2011,14:50:00,SIM,FINALIZADA,A-506/CENIPA/2016,SIM,2016-07-07,2,1,SIM,2011,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",5,0,5,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1993.0,BRASIL,BRASIL,INSTRUÇÃO,BELÉM NOVO,BELÉM NOVO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
263,261,45274,45274,45274,45274,45274,ACIDENTE,-23.3316666667,-51.1366666667,LONDRINA,PR,BRASIL,SBLO,27/11/2011,11:00:00,SIM,FINALIZADA,A-501/CENIPA/2016,SIM,2016-07-14,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0
264,262,45277,45277,45277,45277,45277,ACIDENTE,-19.2669444444,-52.8116666667,ÁGUA CLARA,MS,BRASIL,****,27/11/2011,10:10:00,SIM,FINALIZADA,A-534/CENIPA/2015,SIM,2015-07-14,0,1,NÃO,2011,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1987.0,BRASIL,BRASIL,AGRÍCOLA,FAZENDA SÃO JOÃO,FAZENDA SÃO JOÃO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
265,263,45279,45279,45279,45279,45279,ACIDENTE,-20.1461111111,-44.6905555556,CARMO DO CAJURU,MG,BRASIL,****,26/11/2011,13:00:00,SIM,ATIVA,A DEFINIR,SIM,2019-06-28,1,1,NÃO,2011,"DESORIENTAÇÃO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,POUCA EXPERIÊNCIA DO PILOTO",4,2,2,0,0,0,***,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,4.0,2008.0,BRASIL,BRASIL,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,SEBASTIÃO GOMES DE SOUZA,CRUZEIRO,PRIVADA,DESTRUÍDA,2
266,264,45280,45280,45280,45280,45280,ACIDENTE,0.7394444444,-62.0213888889,ALTO ALEGRE,RR,BRASIL,****,22/11/2011,17:40:00,SIM,FINALIZADA,A-038/CENIPA/2013,SIM,2013-08-22,2,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,6.0,1973.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,1
267,265,45282,45282,45282,45282,45282,ACIDENTE,-22.5897222222,-47.6263888889,PIRACICABA,SP,BRASIL,****,26/11/2011,12:00:00,SIM,FINALIZADA,A-505/CENIPA/2017,SIM,2017-05-02,0,1,NÃO,2011,"APLICAÇÃO DE COMANDOS,ATITUDE,JULGAMENTO DE PILOTAGEM,MEMÓRIA,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,3,4,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2003.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
